# i_sweep, pump, diss, energy
    1, .0000, 104.0000, -676.0000, .0000, .0000, .0000
    2, .0000, 72.0000, -604.0000, .0000, .0000, .0000
    3, .0000, 92.0000, -512.0000, .0000, .0000, .0000
    4, .0000, -36.0000, -548.0000, .0000, .0000, .0000
    5, .0000, 4.0000, -544.0000, .0000, .0000, .0000
    6, .0000, 52.0000, -492.0000, .0000, .0000, .0000
    7, .0000, -28.0000, -520.0000, .0000, .0000, .0000
    8, .0000, -36.0000, -556.0000, .0000, .0000, .0000
    9, .0000, 12.0000, -544.0000, .0000, .0000, .0000
   10, .0000, 8.0000, -536.0000, .0000, .0000, .0000
   11, .0000, -60.0000, -596.0000, .0000, .0000, .0000
   12, .0000, 84.0000, -512.0000, .0000, .0000, .0000
   13, .0000, -20.0000, -532.0000, .0000, .0000, .0000
   14, .0000, .0000, -532.0000, .0000, .0000, .0000
   15, .0000, .0000, -532.0000, .0000, .0000, .0000
   16, .0000, -8.0000, -540.0000, .0000, .0000, .0000
   17, .0000, 72.0000, -468.0000, .0000, .0000, .0000
   18, .0000, -12.0000, -480.0000, .0000, .0000, .0000
   19, .0000, -24.0000, -504.0000, .0000, .0000, .0000
   20, .0000, -20.0000, -524.0000, .0000, .0000, .0000
   21, .0000, 16.0000, -508.0000, .0000, .0000, .0000
   22, .0000, -52.0000, -560.0000, .0000, .0000, .0000
   23, .0000, 32.0000, -528.0000, .0000, .0000, .0000
   24, .0000, 8.0000, -520.0000, .0000, .0000, .0000
   25, .0000, 36.0000, -484.0000, .0000, .0000, .0000
   26, .0000, -52.0000, -536.0000, .0000, .0000, .0000
   27, .0000, -16.0000, -552.0000, .0000, .0000, .0000
   28, .0000, 24.0000, -528.0000, .0000, .0000, .0000
   29, .0000, -20.0000, -548.0000, .0000, .0000, .0000
   30, .0000, 40.0000, -508.0000, .0000, .0000, .0000
   31, .0000, 24.0000, -484.0000, .0000, .0000, .0000
   32, .0000, 36.0000, -448.0000, .0000, .0000, .0000
   33, .0000, 28.0000, -420.0000, .0000, .0000, .0000
   34, .0000, -72.0000, -492.0000, .0000, .0000, .0000
   35, .0000, 64.0000, -428.0000, .0000, .0000, .0000
   36, .0000, 4.0000, -424.0000, .0000, .0000, .0000
   37, .0000, -52.0000, -476.0000, .0000, .0000, .0000
   38, .0000, -12.0000, -488.0000, .0000, .0000, .0000
   39, .0000, 24.0000, -464.0000, .0000, .0000, .0000
   40, .0000, 36.0000, -428.0000, .0000, .0000, .0000
   41, .0000, .0000, -428.0000, .0000, .0000, .0000
   42, .0000, -12.0000, -440.0000, .0000, .0000, .0000
   43, .0000, -4.0000, -444.0000, .0000, .0000, .0000
   44, .0000, 32.0000, -412.0000, .0000, .0000, .0000
   45, .0000, -8.0000, -420.0000, .0000, .0000, .0000
   46, .0000, 52.0000, -368.0000, .0000, .0000, .0000
   47, .0000, -40.0000, -408.0000, .0000, .0000, .0000
   48, .0000, -60.0000, -468.0000, .0000, .0000, .0000
   49, .0000, 44.0000, -424.0000, .0000, .0000, .0000
   50, .0000, 20.0000, -404.0000, .0000, .0000, .0000
   51, .0000, -8.0000, -412.0000, .0000, .0000, .0000
   52, .0000, -8.0000, -420.0000, .0000, .0000, .0000
   53, .0000, -32.0000, -452.0000, .0000, .0000, .0000
   54, .0000, 40.0000, -412.0000, .0000, .0000, .0000
   55, .0000, 12.0000, -400.0000, .0000, .0000, .0000
   56, .0000, .0000, -400.0000, .0000, .0000, .0000
   57, .0000, -16.0000, -416.0000, .0000, .0000, .0000
   58, .0000, -44.0000, -460.0000, .0000, .0000, .0000
   59, .0000, 24.0000, -436.0000, .0000, .0000, .0000
   60, .0000, .0000, -436.0000, .0000, .0000, .0000
   61, .0000, 8.0000, -428.0000, .0000, .0000, .0000
   62, .0000, 32.0000, -396.0000, .0000, .0000, .0000
   63, .0000, 8.0000, -388.0000, .0000, .0000, .0000
   64, .0000, -28.0000, -416.0000, .0000, .0000, .0000
   65, .0000, -36.0000, -452.0000, .0000, .0000, .0000
   66, .0000, -16.0000, -468.0000, .0000, .0000, .0000
   67, .0000, -4.0000, -472.0000, .0000, .0000, .0000
   68, .0000, 48.0000, -424.0000, .0000, .0000, .0000
   69, .0000, -32.0000, -456.0000, .0000, .0000, .0000
   70, .0000, .0000, -456.0000, .0000, .0000, .0000
   71, .0000, 24.0000, -432.0000, .0000, .0000, .0000
   72, .0000, 28.0000, -404.0000, .0000, .0000, .0000
   73, .0000, -12.0000, -416.0000, .0000, .0000, .0000
   74, .0000, .0000, -416.0000, .0000, .0000, .0000
   75, .0000, -36.0000, -452.0000, .0000, .0000, .0000
