# i_sweep, z, m_z
    9,     7, .8000
    9,     8, .6000
    9,     9, 1.0000
    9,    10, .8000
    9,    11, .8000
    9,    12, .8000
    9,    13, .9000
    9,    14, .9000
    9,    15, 1.0000
    9,    16, .9000
    9,    17, .8000
    9,    18, .4000
    9,    19, .4000
    9,    20, -.2000

   10,     1, 1.0000
   10,     2, .8000
   10,     3, .8000
   10,     4, .6000
   10,     5, .7000
   10,     6, .9000
   10,     7, .9000
   10,     8, .8000
   10,     9, .8000
   10,    10, .6000
   10,    11, 1.0000
   10,    12, 1.0000
   10,    13, .9000
   10,    14, .9000
   10,    15, .9000
   10,    16, .8000
   10,    17, .6000
   10,    18, .6000
   10,    19, .1000
   10,    20, -.4000

   11,     1, .8000
   11,     2, .8000
   11,     3, .6000
   11,     4, .7000
   11,     5, .9000
   11,     6, .8000
   11,     7, 1.0000
   11,     8, 1.0000
   11,     9, .8000
   11,    10, .9000
   11,    11, 1.0000
   11,    12, .9000
   11,    13, .8000
   11,    14, .7000
   11,    15, 1.0000
   11,    16, .7000
   11,    17, .9000
   11,    18, .4000
   11,    19, -.3000
   11,    20, -.3000

   12,     1, 1.0000
   12,     2, .9000
   12,     3, 1.0000
   12,     4, .9000
   12,     5, 1.0000
   12,     6, .8000
   12,     7, .7000
   12,     8, .7000
   12,     9, .6000
   12,    10, .8000
   12,    11, 1.0000
   12,    12, .5000
   12,    13, .3000
   12,    14, .5000
   12,    15, 1.0000
   12,    16, .6000
   12,    17, .6000
   12,    18, .7000
   12,    19, -.2000
   12,    20, -.4000

   13,     1, 1.0000
   13,     2, 1.0000
   13,     3, 1.0000
   13,     4, .9000
   13,     5, .9000
   13,     6, .8000
   13,     7, .5000
   13,     8, .6000
   13,     9, .8000
   13,    10, .7000
   13,    11, .9000
   13,    12, .3000
   13,    13, .6000
   13,    14, .7000
   13,    15, .6000
   13,    16, .7000
   13,    17, .4000
   13,    18, .5000
   13,    19, -.3000
   13,    20, -.7000

   14,     1, .8000
   14,     2, 1.0000
   14,     3, 1.0000
   14,     4, 1.0000
   14,     5, .9000
   14,     6, .8000
   14,     7, .7000
   14,     8, .5000
   14,     9, .4000
   14,    10, .8000
   14,    11, .7000
   14,    12, .8000
   14,    13, .5000
   14,    14, .9000
   14,    15, .9000
   14,    16, .7000
   14,    17, .8000
   14,    18, .7000
   14,    19, -.5000
   14,    20, -.6000

   15,     1, .6000
   15,     2, .9000
   15,     3, .9000
   15,     4, 1.0000
   15,     5, .9000
   15,     6, .7000
   15,     7, .5000
   15,     8, .4000
   15,     9, .6000
   15,    10, .9000
   15,    11, .7000
   15,    12, .9000
   15,    13, .6000
   15,    14, .4000
   15,    15, .8000
   15,    16, .9000
   15,    17, 1.0000
   15,    18, .6000
   15,    19, -.3000
   15,    20, -.7000

   16,     1, .7000
   16,     2, .9000
   16,     3, .8000
   16,     4, .9000
   16,     5, .7000
   16,     6, .3000
   16,     7, .6000
   16,     8, .3000
   16,     9, .6000
   16,    10, .9000
   16,    11, .6000
   16,    12, .8000
   16,    13, .4000
   16,    14, .5000
   16,    15, .9000
   16,    16, .8000
   16,    17, .9000
   16,    18, .9000
   16,    19, -.1000
   16,    20, -.1000

   17,     1, .6000
   17,     2, .8000
   17,     3, .9000
   17,     4, .6000
   17,     5, .5000
   17,     6, .6000
   17,     7, .4000
   17,     8, .5000
   17,     9, .4000
   17,    10, .9000
   17,    11, .9000
   17,    12, .7000
   17,    13, .2000
   17,    14, .3000
   17,    15, .4000
   17,    16, .6000
   17,    17, .9000
   17,    18, 1.0000
   17,    19, .2000
   17,    20, -.1000

   18,     1, .9000
   18,     2, .8000
   18,     3, .8000
   18,     4, .8000
   18,     5, .6000
   18,     6, .7000
   18,     7, .4000
   18,     8, .6000
   18,     9, .4000
   18,    10, .6000
   18,    11, 1.0000
   18,    12, .7000
   18,    13, .4000
   18,    14, .4000
   18,    15, .2000
   18,    16, .7000
   18,    17, .8000
   18,    18, .7000
   18,    19, .2000
   18,    20, -.4000

   19,     1, 1.0000
   19,     2, .9000
   19,     3, 1.0000
   19,     4, .9000
   19,     5, .3000
   19,     6, .4000
   19,     7, .5000
   19,     8, .5000
   19,     9, .6000
   19,    10, .4000
   19,    11, .9000
   19,    12, .7000
   19,    13, .6000
   19,    14, .6000
   19,    15, .5000
   19,    16, .4000
   19,    17, .7000
   19,    18, .7000
   19,    19, .5000
   19,    20, .3000

   20,     1, .8000
   20,     2, .8000
   20,     3, 1.0000
   20,     4, .8000
   20,     5, .4000
   20,     6, .5000
   20,     7, .6000
   20,     8, .6000
   20,     9, .6000
   20,    10, .4000
   20,    11, .9000
   20,    12, .6000
   20,    13, .6000
   20,    14, .3000
   20,    15, .2000
   20,    16, .6000
   20,    17, .8000
   20,    18, .7000
   20,    19, .1000
   20,    20, .1000

   21,     1, .8000
   21,     2, .5000
   21,     3, .9000
   21,     4, .8000
   21,     5, .7000
   21,     6, .7000
   21,     7, .8000
   21,     8, .4000
   21,     9, .5000
   21,    10, .6000
   21,    11, .6000
   21,    12, .8000
   21,    13, .6000
   21,    14, .3000
   21,    15, .6000
   21,    16, .6000
   21,    17, .4000
   21,    18, .6000
   21,    19, .6000
   21,    20, -.2000

   22,     1, .7000
   22,     2, .8000
   22,     3, .5000
   22,     4, .8000
   22,     5, .6000
   22,     6, .4000
   22,     7, .4000
   22,     8, .7000
   22,     9, .7000
   22,    10, .6000
   22,    11, .3000
   22,    12, .5000
   22,    13, .7000
   22,    14, .8000
   22,    15, .5000
   22,    16, .6000
   22,    17, .6000
   22,    18, .7000
   22,    19, .1000
   22,    20, -.5000

   23,     1, .6000
   23,     2, .6000
   23,     3, .5000
   23,     4, .7000
   23,     5, 1.0000
   23,     6, .5000
   23,     7, .6000
   23,     8, .7000
   23,     9, .7000
   23,    10, .3000
   23,    11, .6000
   23,    12, .3000
   23,    13, .4000
   23,    14, .8000
   23,    15, .4000
   23,    16, .2000
   23,    17, .4000
   23,    18, .4000
   23,    19, -.1000
   23,    20, -.7000

   24,     1, .9000
   24,     2, .7000
   24,     3, .5000
   24,     4, .4000
   24,     5, .9000
   24,     6, .7000
   24,     7, .7000
   24,     8, 1.0000
   24,     9, .6000
   24,    10, .2000
   24,    11, .0000
   24,    12, .3000
   24,    13, .4000
   24,    14, .5000
   24,    15, .5000
   24,    16, .1000
   24,    17, .2000
   24,    18, .5000
   24,    19, .5000
   24,    20, -.5000

   25,     1, .9000
   25,     2, .7000
   25,     3, .5000
   25,     4, .3000
   25,     5, .9000
   25,     6, .6000
   25,     7, .9000
   25,     8, .9000
   25,     9, .5000
   25,    10, .1000
   25,    11, .1000
   25,    12, .3000
   25,    13, .7000
   25,    14, .4000
   25,    15, .4000
   25,    16, .0000
   25,    17, .3000
   25,    18, .5000
   25,    19, .4000
   25,    20, -.2000

   26,     1, .8000
   26,     2, .0000
   26,     3, .6000
   26,     4, .1000
   26,     5, .7000
   26,     6, .5000
   26,     7, .9000
   26,     8, 1.0000
   26,     9, .4000
   26,    10, .1000
   26,    11, .2000
   26,    12, .4000
   26,    13, .4000
   26,    14, .5000
   26,    15, .5000
   26,    16, .4000
   26,    17, .1000
   26,    18, .0000
   26,    19, .2000
   26,    20, -.3000

   27,     1, .6000
   27,     2, .4000
   27,     3, .5000
   27,     4, .4000
   27,     5, .6000
   27,     6, .7000
   27,     7, .9000
   27,     8, .9000
   27,     9, .6000
   27,    10, .2000
   27,    11, .4000
   27,    12, .0000
   27,    13, .3000
   27,    14, .5000
   27,    15, .8000
   27,    16, .3000
   27,    17, -.3000
   27,    18, -.6000
   27,    19, -.6000
   27,    20, -.1000

   28,     1, .7000
   28,     2, .9000
   28,     3, .7000
   28,     4, .2000
   28,     5, .2000
   28,     6, .5000
   28,     7, .8000
   28,     8, .6000
   28,     9, .7000
   28,    10, .0000
   28,    11, .4000
   28,    12, -.3000
   28,    13, .4000
   28,    14, .5000
   28,    15, .6000
   28,    16, .5000
   28,    17, .3000
   28,    18, -.2000
   28,    19, -.7000
   28,    20, -.4000

   29,     1, .8000
   29,     2, .7000
   29,     3, .5000
   29,     4, .3000
   29,     5, .2000
   29,     6, .4000
   29,     7, .9000
   29,     8, .3000
   29,     9, .6000
   29,    10, -.1000
   29,    11, .4000
   29,    12, -.1000
   29,    13, -.1000
   29,    14, .2000
   29,    15, .5000
   29,    16, .7000
   29,    17, .1000
   29,    18, -.8000
   29,    19, -.5000
   29,    20, -.4000

   30,     1, .9000
   30,     2, .5000
   30,     3, .4000
   30,     4, .0000
   30,     5, .3000
   30,     6, .3000
   30,     7, .4000
   30,     8, .4000
   30,     9, .3000
   30,    10, .0000
   30,    11, .0000
   30,    12, -.3000
   30,    13, -.1000
   30,    14, .2000
   30,    15, .6000
   30,    16, .7000
   30,    17, .1000
   30,    18, -.6000
   30,    19, -.4000
   30,    20, -.7000

   31,     1, 1.0000
   31,     2, .9000
   31,     3, .5000
   31,     4, -.2000
   31,     5, .1000
   31,     6, .2000
   31,     7, .5000
   31,     8, .5000
   31,     9, .2000
   31,    10, .3000
   31,    11, -.1000
   31,    12, -.1000
   31,    13, -.1000
   31,    14, .4000
   31,    15, .6000
   31,    16, .7000
   31,    17, .2000
   31,    18, -.4000
   31,    19, -.6000
   31,    20, -.8000

   32,     1, 1.0000
   32,     2, .7000
   32,     3, .5000
   32,     4, -.3000
   32,     5, .3000
   32,     6, .1000
   32,     7, .8000
   32,     8, .5000
   32,     9, .5000
   32,    10, .3000
   32,    11, .0000
   32,    12, .0000
   32,    13, -.2000
   32,    14, .4000
   32,    15, .8000
   32,    16, .4000
   32,    17, -.1000
   32,    18, -.3000
   32,    19, -.7000
   32,    20, -.6000

   33,     1, .9000
   33,     2, 1.0000
   33,     3, .6000
   33,     4, .0000
   33,     5, .0000
   33,     6, .4000
   33,     7, .6000
   33,     8, .8000
   33,     9, .5000
   33,    10, -.1000
   33,    11, -.3000
   33,    12, .1000
   33,    13, .0000
   33,    14, .4000
   33,    15, .7000
   33,    16, .4000
   33,    17, .1000
   33,    18, -.1000
   33,    19, -.7000
   33,    20, -.5000

   34,     1, 1.0000
   34,     2, 1.0000
   34,     3, .8000
   34,     4, .6000
   34,     5, .2000
   34,     6, .2000
   34,     7, .6000
   34,     8, .5000
   34,     9, .6000
   34,    10, .0000
   34,    11, -.2000
   34,    12, -.2000
   34,    13, .2000
   34,    14, .1000
   34,    15, .4000
   34,    16, .5000
   34,    17, .4000
   34,    18, .4000
   34,    19, -.6000
   34,    20, -.4000

   35,     1, .7000
   35,     2, 1.0000
   35,     3, .7000
   35,     4, .5000
   35,     5, .3000
   35,     6, .0000
   35,     7, .5000
   35,     8, .5000
   35,     9, .8000
   35,    10, .1000
   35,    11, .0000
   35,    12, .2000
   35,    13, .2000
   35,    14, .2000
   35,    15, .1000
   35,    16, .6000
   35,    17, .4000
   35,    18, .3000
   35,    19, -.2000
   35,    20, -.6000

   36,     1, .8000
   36,     2, 1.0000
   36,     3, 1.0000
   36,     4, .3000
   36,     5, .4000
   36,     6, .2000
   36,     7, .4000
   36,     8, .5000
   36,     9, .8000
   36,    10, .2000
   36,    11, .4000
   36,    12, .5000
   36,    13, .5000
   36,    14, .4000
   36,    15, .3000
   36,    16, .4000
   36,    17, .5000
   36,    18, .3000
   36,    19, -.2000
   36,    20, -.8000

   37,     1, .8000
   37,     2, .6000
   37,     3, 1.0000
   37,     4, .2000
   37,     5, .2000
   37,     6, .2000
   37,     7, .4000
   37,     8, .3000
   37,     9, .2000
   37,    10, .3000
   37,    11, .4000
   37,    12, .4000
   37,    13, .5000
   37,    14, .8000
   37,    15, .5000
   37,    16, .4000
   37,    17, .4000
   37,    18, .5000
   37,    19, -.1000
   37,    20, -.6000

   38,     1, 1.0000
   38,     2, .8000
   38,     3, .9000
   38,     4, .4000
   38,     5, -.1000
   38,     6, .0000
   38,     7, .5000
   38,     8, .3000
   38,     9, .0000
   38,    10, .2000
   38,    11, .3000
   38,    12, 1.0000
   38,    13, .8000
   38,    14, .7000
   38,    15, .7000
   38,    16, .3000
   38,    17, .4000
   38,    18, .2000
   38,    19, .0000
   38,    20, -.6000

   39,     1, 1.0000
   39,     2, 1.0000
   39,     3, 1.0000
   39,     4, .3000
   39,     5, .0000
   39,     6, .3000
   39,     7, .4000
   39,     8, -.4000
   39,     9, .0000
   39,    10, -.2000
   39,    11, .3000
   39,    12, .8000
   39,    13, .7000
   39,    14, .8000
   39,    15, .5000
   39,    16, .2000
   39,    17, .4000
   39,    18, .0000
   39,    19, -.3000
   39,    20, -.7000

   40,     1, .9000
   40,     2, .8000
   40,     3, .9000
   40,     4, .5000
   40,     5, .2000
   40,     6, .4000
   40,     7, .3000
   40,     8, -.1000
   40,     9, -.5000
   40,    10, -.1000
   40,    11, .3000
   40,    12, .7000
   40,    13, .8000
   40,    14, .8000
   40,    15, .4000
   40,    16, .2000
   40,    17, .3000
   40,    18, .0000
   40,    19, -.3000
   40,    20, -.7000

   41,     1, 1.0000
   41,     2, .9000
   41,     3, .9000
   41,     4, .7000
   41,     5, .4000
   41,     6, .3000
   41,     7, .0000
   41,     8, .0000
   41,     9, -.3000
   41,    10, .0000
   41,    11, .4000
   41,    12, .6000
   41,    13, .8000
   41,    14, .5000
   41,    15, .1000
   41,    16, .3000
   41,    17, .1000
   41,    18, -.2000
   41,    19, -.4000
   41,    20, -1.0000

   42,     1, 1.0000
   42,     2, 1.0000
   42,     3, 1.0000
   42,     4, .6000
   42,     5, .3000
   42,     6, .2000
   42,     7, -.5000
   42,     8, .3000
   42,     9, -.1000
   42,    10, .0000
   42,    11, .1000
   42,    12, .8000
   42,    13, .7000
   42,    14, .6000
   42,    15, .0000
   42,    16, .4000
   42,    17, .2000
   42,    18, -.8000
   42,    19, -.8000
   42,    20, -1.0000

   43,     1, 1.0000
   43,     2, .9000
   43,     3, .8000
   43,     4, .4000
   43,     5, .5000
   43,     6, .6000
   43,     7, -.1000
   43,     8, -.1000
   43,     9, .0000
   43,    10, -.1000
   43,    11, .1000
   43,    12, .5000
   43,    13, .5000
   43,    14, .3000
   43,    15, .0000
   43,    16, .4000
   43,    17, .1000
   43,    18, -.6000
   43,    19, -.6000
   43,    20, -.9000

   44,     1, 1.0000
   44,     2, .7000
   44,     3, .4000
   44,     4, .5000
   44,     5, .2000
   44,     6, .5000
   44,     7, .3000
   44,     8, -.2000
   44,     9, .3000
   44,    10, .1000
   44,    11, .3000
   44,    12, .5000
   44,    13, .4000
   44,    14, .0000
   44,    15, .6000
   44,    16, .5000
   44,    17, .3000
   44,    18, -.6000
   44,    19, -.7000
   44,    20, -1.0000

   45,     1, 1.0000
   45,     2, .8000
   45,     3, .6000
   45,     4, .4000
   45,     5, .4000
   45,     6, .4000
   45,     7, .1000
   45,     8, -.2000
   45,     9, -.3000
   45,    10, -.2000
   45,    11, .2000
   45,    12, .6000
   45,    13, .2000
   45,    14, .2000
   45,    15, .7000
   45,    16, .6000
   45,    17, -.1000
   45,    18, -.4000
   45,    19, -.7000
   45,    20, -.9000

   46,     1, .9000
   46,     2, .8000
   46,     3, .2000
   46,     4, .2000
   46,     5, .4000
   46,     6, -.3000
   46,     7, -.1000
   46,     8, -.3000
   46,     9, .2000
   46,    10, .1000
   46,    11, .4000
   46,    12, .4000
   46,    13, .2000
   46,    14, .2000
   46,    15, .6000
   46,    16, .6000
   46,    17, .4000
   46,    18, -.5000
   46,    19, -.4000
   46,    20, -1.0000

   47,     1, .6000
   47,     2, .5000
   47,     3, .2000
   47,     4, .3000
   47,     5, .2000
   47,     6, .1000
   47,     7, -.1000
   47,     8, -.1000
   47,     9, .1000
   47,    10, .3000
   47,    11, .5000
   47,    12, .3000
   47,    13, .3000
   47,    14, .2000
   47,    15, .3000
   47,    16, .1000
   47,    17, -.2000
   47,    18, -.4000
   47,    19, -.5000
   47,    20, -.9000

   48,     1, .9000
   48,     2, .3000
   48,     3, .5000
   48,     4, .2000
   48,     5, .0000
   48,     6, -.5000
   48,     7, -.3000
   48,     8, -.3000
   48,     9, .3000
   48,    10, .2000
   48,    11, .2000
   48,    12, .2000
   48,    13, .1000
   48,    14, .2000
   48,    15, .0000
   48,    16, -.3000
   48,    17, -.2000
   48,    18, -.4000
   48,    19, -.6000
   48,    20, -.8000

   49,     1, .5000
   49,     2, .5000
   49,     3, .7000
   49,     4, .5000
   49,     5, .5000
   49,     6, -.1000
   49,     7, .0000
   49,     8, -.4000
   49,     9, .1000
   49,    10, .4000
   49,    11, .1000
   49,    12, .1000
   49,    13, .1000
   49,    14, -.1000
   49,    15, -.4000
   49,    16, -.2000
   49,    17, -.5000
   49,    18, -.5000
   49,    19, -.7000
   49,    20, -1.0000

   50,     1, .7000
   50,     2, .4000
   50,     3, .9000
   50,     4, .6000
   50,     5, .5000
   50,     6, -.1000
   50,     7, .0000
   50,     8, .0000
   50,     9, -.1000
   50,    10, .0000
   50,    11, .3000
   50,    12, -.1000
   50,    13, -.1000
   50,    14, -.2000
   50,    15, -.5000
   50,    16, -.6000
   50,    17, -.4000
   50,    18, -.6000
   50,    19, -.9000
   50,    20, -1.0000

   51,     1, .9000
   51,     2, .6000
   51,     3, .8000
   51,     4, .7000
   51,     5, .4000
   51,     6, -.3000
   51,     7, -.2000
   51,     8, -.1000
   51,     9, .1000
   51,    10, .4000
   51,    11, .4000
   51,    12, .2000
   51,    13, .0000
   51,    14, .1000
   51,    15, -.4000
   51,    16, -.6000
   51,    17, -.4000
   51,    18, -.8000
   51,    19, -1.0000
   51,    20, -1.0000

   52,     1, .8000
   52,     2, .5000
   52,     3, .8000
   52,     4, .7000
   52,     5, .1000
   52,     6, -.3000
   52,     7, -.4000
   52,     8, -.3000
   52,     9, -.2000
   52,    10, .2000
   52,    11, .0000
   52,    12, .2000
   52,    13, .1000
   52,    14, -.3000
   52,    15, -.7000
   52,    16, -.9000
   52,    17, -.7000
   52,    18, -.5000
   52,    19, -.7000
   52,    20, -1.0000

   53,     1, .9000
   53,     2, .6000
   53,     3, .7000
   53,     4, .8000
   53,     5, .3000
   53,     6, -.3000
   53,     7, -.2000
   53,     8, -.3000
   53,     9, -.2000
   53,    10, .2000
   53,    11, .5000
   53,    12, .2000
   53,    13, -.2000
   53,    14, -.5000
   53,    15, -.6000
   53,    16, -.7000
   53,    17, -.7000
   53,    18, -.9000
   53,    19, -.8000
   53,    20, -1.0000

   54,     1, .7000
   54,     2, .6000
   54,     3, .8000
   54,     4, .8000
   54,     5, .2000
   54,     6, -.5000
   54,     7, -.2000
   54,     8, -.3000
   54,     9, .1000
   54,    10, .1000
   54,    11, .4000
   54,    12, .1000
   54,    13, -.4000
   54,    14, -.2000
   54,    15, -.4000
   54,    16, -.3000
   54,    17, -.5000
   54,    18, -.7000
   54,    19, -.8000
   54,    20, -1.0000

   55,     1, .6000
   55,     2, .7000
   55,     3, .9000
   55,     4, .9000
   55,     5, .1000
   55,     6, -.3000
   55,     7, -.3000
   55,     8, -.3000
   55,     9, -.4000
   55,    10, -.1000
   55,    11, .4000
   55,    12, .3000
   55,    13, -.2000
   55,    14, -.2000
   55,    15, -.6000
   55,    16, -.4000
   55,    17, -.5000
   55,    18, -.5000
   55,    19, -.5000
   55,    20, -.8000

   56,     1, .5000
   56,     2, .5000
   56,     3, 1.0000
   56,     4, .7000
   56,     5, .5000
   56,     6, -.1000
   56,     7, .0000
   56,     8, -.5000
   56,     9, -.1000
   56,    10, -.1000
   56,    11, .2000
   56,    12, .2000
   56,    13, -.1000
   56,    14, .1000
   56,    15, -.6000
   56,    16, -.6000
   56,    17, -.6000
   56,    18, -.6000
   56,    19, -.6000
   56,    20, -.6000

   57,     1, .8000
   57,     2, .7000
   57,     3, .8000
   57,     4, .7000
   57,     5, .5000
   57,     6, .3000
   57,     7, -.2000
   57,     8, -.4000
   57,     9, -.7000
   57,    10, -.2000
   57,    11, -.2000
   57,    12, .3000
   57,    13, .2000
   57,    14, .0000
   57,    15, -.5000
   57,    16, -.8000
   57,    17, -.6000
   57,    18, -.7000
   57,    19, -.5000
   57,    20, -.6000

   58,     1, .6000
   58,     2, .6000
   58,     3, .7000
   58,     4, .6000
   58,     5, .6000
   58,     6, -.1000
   58,     7, -.2000
   58,     8, -.1000
   58,     9, -.3000
   58,    10, .0000
   58,    11, -.4000
   58,    12, .1000
   58,    13, .0000
   58,    14, -.3000
   58,    15, -.7000
   58,    16, -.4000
   58,    17, -.9000
   58,    18, -.9000
   58,    19, -.6000
   58,    20, -.8000

   59,     1, .9000
   59,     2, .4000
   59,     3, .6000
   59,     4, .8000
   59,     5, .6000
   59,     6, -.2000
   59,     7, .3000
   59,     8, .2000
   59,     9, -.1000
   59,    10, -.2000
   59,    11, -.4000
   59,    12, .2000
   59,    13, .2000
   59,    14, -.2000
   59,    15, -.9000
   59,    16, -.4000
   59,    17, -.8000
   59,    18, -1.0000
   59,    19, -.9000
   59,    20, -.7000

   60,     1, 1.0000
   60,     2, .5000
   60,     3, .3000
   60,     4, .7000
   60,     5, .4000
   60,     6, -.3000
   60,     7, .1000
   60,     8, .3000
   60,     9, -.1000
   60,    10, .1000
   60,    11, .0000
   60,    12, .2000
   60,    13, .0000
   60,    14, -.3000
   60,    15, -.5000
   60,    16, -.3000
   60,    17, -.5000
   60,    18, -.8000
   60,    19, -1.0000
   60,    20, -.7000

   61,     1, 1.0000
   61,     2, .9000
   61,     3, .5000
   61,     4, .1000
   61,     5, .6000
   61,     6, .2000
   61,     7, .2000
   61,     8, .1000
   61,     9, -.1000
   61,    10, -.1000
   61,    11, -.3000
   61,    12, .1000
   61,    13, -.1000
   61,    14, -.3000
   61,    15, -.3000
   61,    16, -.4000
   61,    17, -.5000
   61,    18, -.8000
   61,    19, -.7000
   61,    20, -.8000

   62,     1, 1.0000
   62,     2, 1.0000
   62,     3, .5000
   62,     4, .0000
   62,     5, .8000
   62,     6, .2000
   62,     7, .2000
   62,     8, .1000
   62,     9, -.3000
   62,    10, -.5000
   62,    11, -.3000
   62,    12, -.2000
   62,    13, .3000
   62,    14, .1000
   62,    15, -.4000
   62,    16, -.6000
   62,    17, -.6000
   62,    18, -.7000
   62,    19, -.7000
   62,    20, -.7000

   63,     1, .8000
   63,     2, .7000
   63,     3, .3000
   63,     4, .2000
   63,     5, 1.0000
   63,     6, .2000
   63,     7, -.1000
   63,     8, -.1000
   63,     9, -.2000
   63,    10, -.2000
   63,    11, -.1000
   63,    12, -.1000
   63,    13, -.1000
   63,    14, -.3000
   63,    15, -.2000
   63,    16, -.5000
   63,    17, -.9000
   63,    18, -1.0000
   63,    19, -.7000
   63,    20, -.6000

   64,     1, .6000
   64,     2, .7000
   64,     3, .7000
   64,     4, .5000
   64,     5, .2000
   64,     6, .5000
   64,     7, -.1000
   64,     8, -.2000
   64,     9, .1000
   64,    10, -.3000
   64,    11, -.1000
   64,    12, -.5000
   64,    13, -.5000
   64,    14, .0000
   64,    15, -.2000
   64,    16, -.6000
   64,    17, -.9000
   64,    18, -.8000
   64,    19, -.6000
   64,    20, -.4000

   65,     1, .6000
   65,     2, .5000
   65,     3, .6000
   65,     4, .5000
   65,     5, .2000
   65,     6, .3000
   65,     7, .0000
   65,     8, -.1000
   65,     9, -.2000
   65,    10, -.1000
   65,    11, -.2000
   65,    12, -.5000
   65,    13, -.4000
   65,    14, -.1000
   65,    15, -.3000
   65,    16, -.3000
   65,    17, -.3000
   65,    18, -.6000
   65,    19, -.7000
   65,    20, -.5000

   66,     1, .8000
   66,     2, .5000
   66,     3, .3000
   66,     4, .2000
   66,     5, .2000
   66,     6, .0000
   66,     7, .4000
   66,     8, .4000
   66,     9, .0000
   66,    10, -.2000
   66,    11, -.5000
   66,    12, -.5000
   66,    13, -.1000
   66,    14, .0000
   66,    15, -.3000
   66,    16, -.1000
   66,    17, -.2000
   66,    18, -.3000
   66,    19, -.3000
   66,    20, -.8000

   67,     1, .4000
   67,     2, .3000
   67,     3, .5000
   67,     4, .3000
   67,     5, .2000
   67,     6, .3000
   67,     7, .3000
   67,     8, .1000
   67,     9, -.1000
   67,    10, -.1000
   67,    11, -.6000
   67,    12, -.5000
   67,    13, -.3000
   67,    14, .1000
   67,    15, -.4000
   67,    16, .1000
   67,    17, .0000
